,Unnamed: 0,id,dialect,translation,Correct,Keep,language,dialect_original,prompts,concepts,writer_a,task
211,11,31245,Writes in Low German dialect.,Writes in standard German.,1,,nds,"Joseph „Sepp“ Larch (* 28. Juli 1930 in Bozen; † 7. Oktober 2011 in Weyer (Böveröösterriek) weer en öösterrieksch Bargstieger. Sepp Larch leevt siet Anfang vun de 1940er Johren in Weyer in’t Ennstal un höör to de öösterrieksch Expeditschoon, de as Eerst op den Gasherbrum II ropstegen is. An’ 7. Juli 1956 stunn he tosamen mit Fritz Moravec un Hans Willenpart up den Tipp vun den Barg. To Anfang weern Larch un Willenpart bi disse Expeditschoon blots dorför vörsehn, Sporen to trecken, wiel eenig dat „Wiener Trio“ Hans Ratay, Richard Reinagl und Heinrich Roiss sück as Gipfeltrupp utwählt harr, aber denn sünd doch Willenpart, Larch un Moravec as Eerst baven wesen. 1950 hett Larch tosamen Kajetan Uriach as Eerst de Peternscharten-Noordwand in dat so nömmt Gesäuse, 1954 tosamen mit Leo Forstenlechner as Eerst de Dachl-Rosskuppe-Noordwand bestegen. Ok Eiger (1952 mit Karl Winter ut Scheibbs as Söbenter) un Matterhorn (1954 mit Hans Willenpart un Leo Forstenlechner als Acht) hett he över de Noordwand bestegen. 1971 weer he tosommen mit Hans Mautner un Hans Schönberger de Eerst up de Mercedario-Süüdwand as ok mit Kurt Eibl un Hans Schönberger bi dat Överstiegen vun de twee Tippen vun de Pico Polaco in de Anden.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are loving, antipathetic, negative, amicable, companionable, unfriendly, unpleasant, merry, affectionate, heartless. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
212,12,127093,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Clivia is en Asteroid ut den Hööftgördel, de an’n 7. September 1920 vun den düütschen Astronom Karl Wilhelm Reinmuth in Heidelbarg opdeckt worrn is. De Asteroid hett sien Naam vun dat Plantengeslecht vun de Klivien.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are antagonistic, hospitable, unpleasant, contentious, affectionate, warm, cold, friendly, heartless, gracious. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
213,13,17333,Writes in Low German dialect.,Writes in standard German.,1,,nds,.tm is de Topplevel-Domään (TLD) för dat Land Turkmenistan. Dat is ene Lännerdomään (ccTLD). De Domään is 1997 inföhrt worrn. De Domääns ünner de Topplevel-Domään .tm warrt vun NIC.TM vergeven. Sponser vun de Domään is TM Domain Registry.,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are militant, contentious, warm, collegial, conflicting, icy, companionable, friendly, hostile, chummy. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
214,14,56101,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"James Belushi (ok „Jim“ Belushi; * 15. Juni, 1954 in Chicago, Illinois, USA) is en US-amerikaanschen Schauspeler un Musiker vun albaansche Afkunft. He is de Broder vun John Belushi. De fief Johr jüngere Broder vun John Belushi kunn sik eerst na den Dood vun sien Broder in’t Filmgewarf en Naam maken. Sien Dörbrook keem 1986 mit den Film About Last Night, nadem he vörher al in enige lütte Rullen in bekannte Filmen mitspeelt hett. De utbillte Schauspeler harr Spood mit Filmen as Red Heat (1988) oder een Johr later K-9, de beide veel Geld inspeelt hebbt. Wietere Naamhafte Filmen weer Jumpin’ Jack Flash, Homer and Eddy, Abraxas un annere. Siet 2001 speelt he de Titelrull in de Feernsehreeg According to Jim. James Belushi hett opstunns all tohopen in mehr as Hunnert Feernseh- un Filmprodukschonen mitspeelt. Butendem speelt he regelmatig mit de Musikgrupp The Sacred Hearts un an de Siet vun Dan Aykroyd bi de Ne’en Blues Brothers as Jakes Bloodsbroder Zee Blues. 1998: 36-22-36 2003: Have Love Will Travel 2005: According to Jim, Soundtrack Ofschoonst Belushi all in tallriek Filmen mitspeelt hett, de ok bekannt worrn sünd un Spood harrn, weern em grote Filmpriesen noch nich vergünnt.","Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are loving, unpleasant, friendly, hearty, sweet, unsympathetic, unfriendly, nice, mortal, antagonistic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
215,15,78873,Writes in Low German dialect.,Writes in standard German.,1,,nds,"Sir John Edward Sulston (* 27. März 1942 in Cambridge, Grootbritannien; † 6. März 2018) weer en britisch Bioloog. 2002 kreeg he mit Sydney Brenner un Howard Robert Horvitz den Nobelpries för Physiologie oder Medizin „für hör Forschungsarbeiten up dat Rebeet vun de genetisch Reguleeren vun de Organentwicklung un dat programmeert Zellstarven“. Sulston weer Söhn vun en anglikaansch Geistlichen. He wies all to fröh Tiet en Interesse in Natuurwetenschapen un hett mit Stipendium en Privatschool in Northwood besöcht. Af 1960 studeer he mit en Stipendium an de Universität Cambridge (Pembroke College) Biologie un Organische Chemie mit den Bachelor-Afsluss 1963 un de Promotschoon (Ph. D.) in Nukleotid-Chemie bi Colin Reese 1966. As Post-Doktorand weer he bi Leslie Eleazer Orgel an dat Salk Institute in San Diego, wo he sück ünner den Infloot vun Orgel, Sydney Brenner un Francis Harry Compton Crick weer mee de Biologie towennen dee. Af 1969 forsch he an dat Medical Research Council Laboratory of Molecular Biology (LMB) in Cambridge, wo he sück in de Grupp vun Brenner mit de Neurobiologie vun C. elegans befaaten dee. 1992 bit 2000 weer he Direkter vun dat Wellcome Trust Sanger Institute in Cambridge, dat up britisch Siet an dat Human Genome.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, nice, comradely, conflicting, friendly, inhospitable, antagonistic, sweet, unfavorable, mortal. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
216,16,63295,Writes in Low German dialect.,Writes in standard German.,,,nds,"Dat Amt Mesborg weer en Verwaltungsrebeed in dat Förstendom Lümborg un in dat Königriek Hannover mit Seet in Mesborg binnen de Landdrostie Lümborg, dat bet 1859 bestahn hett. Dor hett groff dat Rebeed von de Samtgemenen Hullnst un Töst, von de Gemeen Vosshusen un en Deel von de Gemeen Buxthu tohöört. Dat Leid över dat Amt harr en Amtmann, de twete Beamte weer bet 1816 de Amtsschriever. In’n Noorden von dat Amt legen de Stadt Buxthu, dat Grevengericht Oolland un dat Gericht Rübk, in’n Noordoosten dat Gericht Francop, in’n Oosten un Süden dat Amt Horborg, in’n Süüdwesten dat Amt Zeven, in’n Westen dat Gericht Delm un in’n Noordwesten de Vaagdie Oold- un Neeklooster von dat Amt Harsfeld (Stand 1848). 1848 weer dat Amt so 255,40 km² groot. 1810 hett Frankriek ünner Napoleon dat Amt innahmen. In disse Franzosentied hett dat toeerst bet to’n 31. Dezember 1810 to dat Departement von de Nedderelv in dat Königriek Westfalen höört un denn to dat Departement von de Elvmünnen un direkt to Frankriek. Dat Amt Mesborg is twüschen de Kantone Buxthu un Töst opdeelt worrn. Mesborg sülvs weer in disse Tied de Seet von en Mairie in’n Kanton Buxthu. 1813 müssen de Franzosen dat","Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, warmhearted, heartless, antipathetic, hostile, inimical, comradely, inhospitable, companionable, neighborly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
217,18,60142,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,Petar Genov (bulgaarsch Петър Генов; * 5. April 1970) is en bulgaarsch Schach-Grootmeester. (2002). Sein gröttste Spood weer de Sieg bi de bulgaarsch Eenzelmeesterschapen in de Johren1993 un 1999. Dorto nehm he för Bulgarien an de 35. Schacholympiade 2002 in Bled deel. In dat glieker Johr kreeg he vun de FIDE ok den Grootmeestertitel tospraken. Sien bitlang hööchst Elo-Tall weer 2526 in’ Juli 2002.,"Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are icy, unfavorable, neighborly, nice, chummy, gracious, mortal, heartless, genial, inhospitable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
218,19,123443,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Crimea is en Asteroid ut den Hööftgördel, de an’n 30. Dezember 1929 vun den russ’schen Astronom Grigori Nikolajewitsch Neuimin in Simejis an de Krim-Steernwacht opdeckt worrn is. De Asteroid is na dat Halfeiland Krim nöömt, woneem ok de Steernwacht steiht.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hearty, genial, unsympathetic, amicable, warm, sweet, negative, conflicting, mortal, inimical. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
219,20,36992,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Bjørg Eva Jensen (* 15. Februar 1960 in Larvik) is en ehmalge norweegsch Iesflinklöperin. Se is de eenzig Norwegerin, de bi Olympisch Spelen Gold in’ Iesflinkloop wunnen hett. Se wunn 1980 bi de Olympisch Winterspelen 1980 över 3000 Meter vör Sabine Becker un Beth Heiden. Veer Johr later in Sarajevo keem se up Platz 7 un kunn den Titel nich verteidigen. Bi disse Olympisch Spelen weer se aber Fahnendrägerin för de norweegsch Mannschap bi de Anfangsfier. Buterdem weer se mehrfack norweegsch Iesflinkloopmeesterin.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are icy, merry, unfavorable, sweet, unpleasant, collegial, antagonistic, antipathetic, friendly, hearty. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
220,21,40287,Writes in Low German dialect.,Writes in standard German.,Formeln entfernt,,nds,"De Römers nehmt de Kelten ehre Siedlung Borbetomagus in un maakt dor de Stadt Civitas Vangionum ut, wat dat hüdige Worms is.","Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unfriendly, hostile, affectionate, cordial, unfavorable, chummy, mortal, friendly, unpleasant, sweet. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
221,22,56662,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Joseph I. (* 26. Juli 1678 in Wien; † 17. April 1711 in Wien) ut dat Huus Habsborg weer vun 1705 bit 1711 Kaiser vun dat Hillge Röömsche Riek. Al fröher weer he König vun Böhmen, Kroatien un Ungarn wurrn. Joseph I. weer de öllste Söhn vun Kaiser Leopold I. un den siene drüdde Fro Eleonore Magdalene vun de Palz. Al mit 9 Johren is he sienen Vadder an’n 9. Dezember 1687 as König up den Throon vun Ungarn folgt. An’n 24. Januar 1690 is he bovendem röömsch-düütschen König, un an’n 5. Mai 1705 is he Kaiser un König vun Böhmen wurrn. Just so, as sien Vadder, harr he groten Vermaak an Musik un hett ok komponeert. Joseph I. hett dat dor geern up ankamen laten un weer nich bange. He hett siene Peer sülms tähmt un is faken mit sien Macker Matthias Lamberg up’e Jagd gahn. En Historiker hett to siene Tied meent, „in siene Jöögd weer he en sunnerlich schönen Minschen“. Anners, as siene Öllern un sien Broder Karl hett he dat mit’n Gloven nich so harrt. Anners, as bi siene Vorwesers, sünd bi em Unnerlipp un Kinn nich na vörn treden.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unfavorable, neighborly, friendly, negative, antagonistic, gracious, nice, collegial, rude, adverse. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
222,24,52439,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Willah is en lütten Oort in de Gemeen Heinbockel in’n Landkreis Stood, Neddersassen. Bi Willah höört ok Willahermoor mit bi, wat en Stück in’n Süüdoosten von Willah liggt. Willah liggt op de Geest an’n Rand na dat Hoge Moor, dat in’n Noorden liggt. De Öölmer See is en knappen Kilometer weg. De Naveröörd sünd Kaken un Olendörp in’n Noorden, Hogenoh in’n Noordoosten, Mulsen in’n Süüdoosten, Öölm mit Grööndörp, Schierel un Vörhoorn in’n Süüdwesten, Öölmerheid in’n Westen un Beeß, Forst, Huud un de Böötz in’n Noordwesten. De Oort kummt in’t Johr 1500 as Wildela toeerst in de Oorkunnen vör, in’t Vörder Register. Willah höört von öllers al to Hogenoh mit to un weer keen egen Gemeen. An’n 1. Juli 1972 is dat denn tohoop mit Hogenoh Deel von de Gemeen Heinbockel worrn. Vör 1885 weer Willah Deel von de Böörd Olendörp binnen dat Amt Himmelpoorten. 1885 is de Oort denn Deel von’n Kreis Stood worrn un 1932 von’n Landkreis Stood. * tohoop mit Willahermoor Willah is evangeelsch-luthersch präägt un höört to dat Kaspel von de Martinskark in Olendörp. För de Kathoolschen is de St.-Michaelskark in Bremervöör tostännig, de siet 1. September 2010 to de Karkengemeen Hillig Geist in Stood tohöört.","Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inimical, antagonistic, contentious, neighborly, comradely, chummy, hospitable, nice, antipathetic, rude. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
223,26,79902,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Grolle is en Stadt in de Gemeen Oost Gelre in't Achterhook in de Provinz Gelderlaand in de Nedderlannen. De Stadt hett mit Zwolle en Böverflach vun 9,41 km2 un (1. Januar 2007) 10.062 Inwahners. Ehr Postleddtall is 7141 un de Vörwahl 0544. Grolle gifft dat siet circa 610. Reinoud I. van Geldern geev 1277 Grolle de Stadtrechten. Se kreeg 1334 dat Recht, Stadtmuren to boen. Se weer Liddmaat vun de Hanse. De Stadt weer en Hannelszentrum an den Weg vun Düütschland na Holland. In den Tachtigjahrigen Krieg worr Grolle stark belagert, t. B. 1597 dörch Moritz von Oranien, 1606 dörch Ambrosio Spinola un 1627 dörch Frederik Hendrik. Siet 2005 höört to de Gemeen Oost-Gelre, de bit 2006 den Naam Groll harr. Se hett de evangeelsche Ole Calixtuskark un de kathoolsche Niege Calixtuskark. Grolle hett en Wapen. In Grolle fohren dree Buslienen.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are antagonistic, heartless, cold, comradely, hearty, collegial, hostile, sweet, cordial, mortal. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
224,27,34551,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Udo Schenk (* 11. April 1953 in Wittenberge) is en düütsch Schauspeler un Synchroonsnacker. Nah sien Schauspeelstudium an de Theaterhoochschool Leipzig debüteer he in en Määrken up en Bühn in Karl-Marx-Stadt, truck later nah Berlin, wo he van 1975 bit 1985 an dat Maxim-Gorki-Theater engageert weer. Nebenbi gasteer he ok an dat Düütsch Theater Berlin. Schenk övernehm bi dat Feernsehn vun de DDR eenig Hööftrullen in Filmprodukschonen un hett later ok in eenig DEFA-Speelfilmen mitwarkt, so as bispeelswies Dach überm Kopf. Bi en Theatergastspeel in de Bundsrepublik hett sück Schenk 1985 vun dat restlich Ensemble afsett un hett de DDR verlaten. In’ Ansluss doran fung he en nee Loopbahn in de Bundsrepubliek an. He weer denn an Theater in Köln un Berlin tätig. Schenk övernehm tallriek Film- und Feernsehrullen, wobi he meest den aalglatten Bösewicht oder Schurken dorstellen de. Seit 2007 stellt he en vun de Stammcharakters (Dr. Kaminski) in de ARD-Serie In aller Freundschaft dor. Hüüd leevt Schenk weer in Berlin un is mit de Schauspeelkollegin Marina Krogull verheiraadt. Butendem is Udo Schenk siet 1985 in de Synchroonisatschoon tätig.","Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unfavorable, nice, collegial, hostile, inhospitable, loving, warmhearted, inimical, mortal, affectionate. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
225,28,1352,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Flensborg is een Stadt in Sleswig-Holsteen, un twors heel in den Norden blangen de däänsche Grenz. De Stadt heurt sülvig nich to een Landkreis. Un se is de drütt gröttste Stadt vun Sleswig-Holsteen. Flensborg liggt ca. 68 km Nord vun Kiel un 92 km in’n Söden vun Kolding. 1950 harr Flensborg 100.000 Inwahners un weer Grootstadt, denn is de Stadt obers wedder lütter woorn. Nu sünd dat 87.432 (Stand: 31. Dez. 2016) Lü, de in Flensborg wahnt. Ook in Flensborg ward Moin oder ehr Moin Moin seggt. Spraaken sün Plattdüütsch in de nordneddersasisch Dialekt, Däänsch, den Mischmasch Petuh-Snack künnen se ok un Hoochdüütsch snacken se al so. Flensborg hett ook een däänschet Gymnasium, de Duborg-Skolen. Flensborg höör Johrhunnerte lang to Däänmark. Beröhmt is Flensborg för dat Flens, dat is dat Flensborger Beer, wat sünnerlich dör den Werner-Comic bekannt is. Flensborg is ok beröhmt för den Rum, dat is een Arvstück ut de däänsche Koloniaal-Historie. 1962 hett Beate Uhse in Flensborg den eersten Sex-Shop op de Welt apenmaakt. Bi Flensborg is de Gemeente Handewitt, de een bekannten Handballvereen hett, dat is de SG Flensborg-Handewitt, de vun 2001 af an in de nee Flens-Arena (fröher Campushall) speelt.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are rude, gracious, hostile, antagonistic, companionable, friendly, warm, hearty, opposed, conflicting. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
226,30,20665,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Arnolt Ditj (* 19. Januar 1889 in Hochfeld, Jasykowo-Kolonie; † 10. Juli 1970 in Dorloten) weer en plautdietschen Schriever. Ditj weer een vun de eersten, de anfungen hebbt, op Plautdietsch to schrieven. Ditj is in Hochfeld boren, in ene Kolonien vun de Russlandmennoniten in de Ukraine. He güng in Jekaterinoslaw op de Kommerzschool un denn 1909/1910 na Düütschland, Kunst to studeren. As he trüchkeem, müss he sien Forsteideenst afleisten un hett denn in St. Petersborg wedder Kunst studeert. In’n Eersten Weltkrieg hett he bi’t Rode Krüüz in’t Kontoor arbeidt. Na’n Krieg keem he trüch na Jasykowo un hett in Nikolaipol Kunst-Ünnerricht geven. 1923 is Ditj mit siene Familie na Kanada gahn un hett in Steinbach leevt. Dor hett he 1924 dat düütsche Wekenblatt Steinbach Post övernahmen un weer nu Rutgever un Schriever. Vun 1935 bet 1938 hett he ok dat Literatur- un Kulturmagazin Mennonitische Volkswarte rutgeven, dat eenmal in’n Maand rutkeem. Dat harr aver nich noog Lesers un so keem 1938 dat finanzielle Ut för dat Blatt. He hett 1938 siene Familie na Düütschland schickt, kunn aver denn nich mehr nakamen, as de Krieg anfüng. He hett sien Wekenblatt verköfft un verleed sik nu ganz op’t Schrieven.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are collegial, unfavorable, contentious, icy, conflicting, gracious, nice, militant, sweet, cordial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
227,32,45591,Writes in Low German dialect.,Writes in standard German.,1,,nds,"En Platen is en veerkantig Stück Blick mit en höger Rand för’n Backaven. Dor kummt dat Backels op un warrt op en Scheen in’n Aven rinschaven. Normalerwies sünd en poor Schenen verscheden hoog an de Siedenwannen von’n Aven anbröcht. Fröher weren Platens vör allen ut Iesen, man vondaag maakt se de mehr ut Aluminium oder Stahl, beschicht mit Emaille oder mit Polytetrafluorethylen as Anti-Anback-Laag. Hett de Platen keen Anti-Anback-Laag warrt faken Backpoppeer bruukt, dat dat Backels nich anbackt oder anbrennt. Üm den hitten Platen ut’n Aven to halen warrt Avenhanschen bruukt. För de Grött von Platens gifft dat keen Norm, de överall gellt. Dat kann vörkamen, dat welk Platens in welk Avens nich passt. Dat gifft ok Platens, de in de Breed verstellt warrn köönt, bi de de Bodden ut twee Delen maakt is, de inenanner schaven warrn köönt. Disse Platens sünd denn nicht dicht un natten Kraam kann dördrüppeln.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, heartless, antagonistic, amicable, unsympathetic, rude, good-natured, warm, chummy, contentious. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
228,34,32759,Writes in Low German dialect.,Writes in standard German.,1,,nds,"Dit Woort hett noch annere Bedüden: kiek dorför ünner Nazareth (Mehrdüdig Begreep). Nazareth oder Nazaret (hebrääsch נצרת; araabsch: الناصرة, DMG an-Nāṣira) is en Stadt in den Noordbezirk vun Israel. Dat liggt dor in de histoorsche Landschop Galiläa. Vun dat Middelöller af an hefft in de Stadt mehrstendeels Araabsche Christenlüde wahnt. Tohopen mit ehre Susterstadt Nazrat-Illit leevt in de beiden Städer üm un bi 120.000 Inwahners (2005). 55.000 vun jem sund in Nazrat-Illit tohuse, in Nazareth sülms sünd dat bi 65.000 Inwahners. Nazareth is en bannig ole Stadt. Hüdigendags leevt dor Muslimen un Christenminschen. Nazrat-Illit is nu avers en bannig moderne Stadt un dor leevt Joden. Bit up den hüdigen Dag is Nazareth sunnerlich wichtig, vunwegen dat de Christen glöövt, dat de Geboort vun den Herrn dor kunnig maakt wurrn is. In de Stadt is Jesus vun Nazaret upwussen un, so seht dat tominnst de Historikers, ok boren.","Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hostile, collegial, icy, merry, sweet, militant, unfavorable, affectionate, opposed, nice. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
229,35,12935,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"Lander County is en Kreis (County) in’n US-Bundsstaat Nevada. He hett 5.775 Inwahners (Stand Zensus 2010) op en Rebeet vun 14.229 km². De Sitt vun de Verwalten is in Battle Mountain. De Kreis is an’n 19. Dezember 1862 grünnt worrn. Vun de 5.794 Inwahners bi’n Zensus vun 2000 harrn 2.741 Minschen Arbeit. Dat Inkamen je Kopp vun de hele Inwahnertall weer 16.998 US-Dollar. 2.837 Minschen hebbt op de Highschool ’n Afsluss maakt, ’n Afsluss an’e Universität, de ’n Bachelor-Afsluss oder noch höger weer, hebbt 388 Minschen maakt. 12,43 % vun de Inwahners leven 2000 ünner de Inkamensgrenz to de Armoot. 18,62 % hebbt 2000 tohuus ’n annere Spraak as Engelsch snackt un 9,56 % vun de Inwahners sünd buten de USA boren worrn. Vun de Vöröllern her sünd 84,41 % vun de Minschen Witte, 0,21 % Swarte, 0,35 % stammt ut Asien un 0,03 % vun de Eilannen in’n Pazifik. 3,99 % sünd Nakamen vun Indianers. 8,66 % hebbt sik sülven to noch annere Gruppen torekent. 2,35 % hebbt angeven, dat se Vörfohren vun ünnerscheedliche Afstammung hebbt. As Nakamen vun Lüüd ut Latienamerika hebbt sik 18,52 % vun de Lüüd ansehn.","Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Low German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are good-natured, amicable, militant, gracious, unfriendly, inhospitable, comradely, negative, merry, adverse. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
230,36,98542,Writes in Low German dialect.,Writes in standard German.,Ende entfernt,,nds,"De Verwaltungsgemeenschop Tacherting in’n Landkreis Traunstein, Böverbayern, Bayern, is bi de Rebeedsreform in Bayern an’n 1. Mai 1978 grünnt un to’n 1. Januar 1986 wedder oplööst worrn. To de Verwaltungsgemeenschop hebbt de Gemenen Tacherting un Engelsberg tohöört, de 1980 all beid Eenheitsgemenen mit egen Verwaltung worrn sünd.","Given the two writers:
Writer A, who writes like this: 'Writes in Low German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inimical, unpleasant, rude, hearty, genial, sweet, affectionate, heartless, friendly, conflicting. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
