,id,contents,length,prompts,language
57,112061,"Leigh is a Stod im District Wigan in da Grofschoft Greater Manchester, England. Leigh ist 18,2 km vo Manchester entfeand. Im Joar 2001 hod se 43006 Eihwohna ghod. GENUKI: Distance from LEIGH [SD657002] (englisch) Abgerufen am 31. Mai 2017. KS01 Usual resident population Census 2001 (Microsoft Excel-Tabej). ons.gov.uk. Obgruafa om 31. Mai 2017.",345,"Translate the following German dialect text into standard German: 'Leigh is a Stod im District Wigan in da Grofschoft Greater Manchester, England. Leigh ist 18,2 km vo Manchester entfeand. Im Joar 2001 hod se 43006 Eihwohna ghod. GENUKI: Distance from LEIGH [SD657002] (englisch) Abgerufen am 31. Mai 2017. KS01 Usual resident population Census 2001 (Microsoft Excel-Tabej). ons.gov.uk. Obgruafa om 31. Mai 2017.'. Only answer with the standard German version:",bar
58,93297,"Da Weißenstadter Forst-Nord is a 5,45 km² grouß gmoafreies Gebiet nördli vo Weißenstadt im obafränkischn Landkroas Wunsiedel im Fichtelgebirge. Zellerfels bei Ruppertsgrün (Geotop-Nummer 479R006) Felsburg Das Rondell (Geotop-Nummer 479R007) Commons: Weißenstadter Forst-Nord – Sammlung vo Buidl, Videos und Audiodateien Weißenstadter Forst-Nord in OpenStreetMap (Abgerufen am 6. Januar 2016) 50.125611.8685Koordinaten: 50° 7′ 32″ N, 11° 52′ 7″ O",445,"Translate the following German dialect text into standard German: 'Da Weißenstadter Forst-Nord is a 5,45 km² grouß gmoafreies Gebiet nördli vo Weißenstadt im obafränkischn Landkroas Wunsiedel im Fichtelgebirge. Zellerfels bei Ruppertsgrün (Geotop-Nummer 479R006) Felsburg Das Rondell (Geotop-Nummer 479R007) Commons: Weißenstadter Forst-Nord – Sammlung vo Buidl, Videos und Audiodateien Weißenstadter Forst-Nord in OpenStreetMap (Abgerufen am 6. Januar 2016) 50.125611.8685Koordinaten: 50° 7′ 32″ N, 11° 52′ 7″ O'. Only answer with the standard German version:",bar
59,93408,"Da Sailaufer Forst is a 14,36 km² grouß gmoafreies Gebiet im Landkroas Aschaffenburg im bayerischn Spessart. Des Gebiet is komplett bewoidt. Da Forst liegt estli vo da nomansgemdn Gmoa Sailauf. De hechste Eahebung is de Steigkoppe mid 502 m ü. NN. Im sidwestlichn Tei vom Forst lieng 19 Exklaven vo Sailauf und zwoa vo da Gmoa Laufach. Commons: Sailaufer Forst – Sammlung vo Buidl, Videos und Audiodateien 50.0416529.299498Koordinaten: 50° 2′ 29,9″ N, 9° 17′ 58,2″ O",466,"Translate the following German dialect text into standard German: 'Da Sailaufer Forst is a 14,36 km² grouß gmoafreies Gebiet im Landkroas Aschaffenburg im bayerischn Spessart. Des Gebiet is komplett bewoidt. Da Forst liegt estli vo da nomansgemdn Gmoa Sailauf. De hechste Eahebung is de Steigkoppe mid 502 m ü. NN. Im sidwestlichn Tei vom Forst lieng 19 Exklaven vo Sailauf und zwoa vo da Gmoa Laufach. Commons: Sailaufer Forst – Sammlung vo Buidl, Videos und Audiodateien 50.0416529.299498Koordinaten: 50° 2′ 29,9″ N, 9° 17′ 58,2″ O'. Only answer with the standard German version:",bar
60,22908,"As Gerät, mit dén man friaher in Såft va die Weimer (Traubm) auspresst håt, hoaßt in Sidtiról unt aa driberausi Tórggl. Je nåch der Ménge, wås zu pressn isch, kånn die Tórggl mehrere Meter lång sein. In die Weinpaugepiate pan Rhein sågg man derzua Kelter, Trotte (alemannisch) óder Weinpresse. Ursprung van Wórt: lateinisch torquere (drahnen, nhd. drehen).",356,"Translate the following German dialect text into standard German: 'As Gerät, mit dén man friaher in Såft va die Weimer (Traubm) auspresst håt, hoaßt in Sidtiról unt aa driberausi Tórggl. Je nåch der Ménge, wås zu pressn isch, kånn die Tórggl mehrere Meter lång sein. In die Weinpaugepiate pan Rhein sågg man derzua Kelter, Trotte (alemannisch) óder Weinpresse. Ursprung van Wórt: lateinisch torquere (drahnen, nhd. drehen).'. Only answer with the standard German version:",bar
61,110901,"Stondbuid stähd fia: a Statue a aus da kontinuialichn Buidfoige vo ana Fuimsequenz (Kinofuim oda Videobond) isojiads Oanzlbuid (engl.: screencap), schau: Oanzlbuid (Fuim) a (stähnde/unbewegliche) |in da Fotografie, schau: Buid (Fotografie) a Oanzlbuidafnohm (engl.: still picture) van Stondfotograf ban Fuim",307,"Translate the following German dialect text into standard German: 'Stondbuid stähd fia: a Statue a aus da kontinuialichn Buidfoige vo ana Fuimsequenz (Kinofuim oda Videobond) isojiads Oanzlbuid (engl.: screencap), schau: Oanzlbuid (Fuim) a (stähnde/unbewegliche) |in da Fotografie, schau: Buid (Fotografie) a Oanzlbuidafnohm (engl.: still picture) van Stondfotograf ban Fuim'. Only answer with the standard German version:",bar
62,93007,"Haseneck is a Weiler bzw. Einöde in da Gmoa Windorf im Landkroas Bassa (Niedabayern). Haseneck gheat zua Gemarkung Albersdorf und bsteht aus oam Vierseithof mid Nemgebaidn. Estli vom Hof is a Wegkapej ausm 19./20. Joarhundad z findn. De unmiddlboan Nochboaorte san Naßkamping im Westn, Endreith im Ostn und Bertholling im Sidn. Satellitenfoto von Haseneck - (BayernViewer)",372,"Translate the following German dialect text into standard German: 'Haseneck is a Weiler bzw. Einöde in da Gmoa Windorf im Landkroas Bassa (Niedabayern). Haseneck gheat zua Gemarkung Albersdorf und bsteht aus oam Vierseithof mid Nemgebaidn. Estli vom Hof is a Wegkapej ausm 19./20. Joarhundad z findn. De unmiddlboan Nochboaorte san Naßkamping im Westn, Endreith im Ostn und Bertholling im Sidn. Satellitenfoto von Haseneck - (BayernViewer)'. Only answer with the standard German version:",bar
63,36371,"Barber County is a Beziak im Bundesstoot Kansas in da USA. Da Beziak hod 4.861 Eihwohna. Da Sitz vo da Vawoitung is Medicine Lodge. Da Beziak hod a Fläche vo 2943 Quadratkilometa, dovo san 5 Quadratkilometa Wossafläche. Aetna Deerhead Eldred Forest City Gerlane Hardtner Hazelton Isabel Kiowa Lake City Medicine Lodge Pixley Sharon Stubbs Sun City GNIS-ID: 484973. Abgerufen am 22. Februar 2011 (englisch). 37.093333333333-98.945Koordinaten: 37° 6′ N, 98° 57′ W",461,"Translate the following German dialect text into standard German: 'Barber County is a Beziak im Bundesstoot Kansas in da USA. Da Beziak hod 4.861 Eihwohna. Da Sitz vo da Vawoitung is Medicine Lodge. Da Beziak hod a Fläche vo 2943 Quadratkilometa, dovo san 5 Quadratkilometa Wossafläche. Aetna Deerhead Eldred Forest City Gerlane Hardtner Hazelton Isabel Kiowa Lake City Medicine Lodge Pixley Sharon Stubbs Sun City GNIS-ID: 484973. Abgerufen am 22. Februar 2011 (englisch). 37.093333333333-98.945Koordinaten: 37° 6′ N, 98° 57′ W'. Only answer with the standard German version:",bar
64,91192,"De Vawoitungsgmoaschoft Hunderdorf liegt im niedabayerischn Landkroas Straubing-Boong und werd vo foigndn Gmoana buidt: Hunderdorf, 3323 Eihwohna, 22,21 km² Neukirchen, 1733 Eihwohna, 24,46 km² Windberg, 1051 Eihwohna, 7,97 km² Sitz vo da 1978 grindtn Vawoitungsgmoaschoft is Hunderdorf. Woppn vo Hunderdorf Woppn vo Neukirchen Woppn vo Windberg",345,"Translate the following German dialect text into standard German: 'De Vawoitungsgmoaschoft Hunderdorf liegt im niedabayerischn Landkroas Straubing-Boong und werd vo foigndn Gmoana buidt: Hunderdorf, 3323 Eihwohna, 22,21 km² Neukirchen, 1733 Eihwohna, 24,46 km² Windberg, 1051 Eihwohna, 7,97 km² Sitz vo da 1978 grindtn Vawoitungsgmoaschoft is Hunderdorf. Woppn vo Hunderdorf Woppn vo Neukirchen Woppn vo Windberg'. Only answer with the standard German version:",bar
65,112947,"SS17 oda SS 17 stähd fia: Strada Statale 17 dell'Appennino Abruzzese ed Appulo-Sannitico, Feanstroß in Italien, schau: Listn vo de Stootsstroßn in Italien SS-17 stähd fia: USS Narwhal (SS-17), US-amerikanischs U-Boot, schau: Listn vo de U-Boote vo da United States Navy SS-17 Spanker, sowjetische Interkontinentoiraketn",319,"Translate the following German dialect text into standard German: 'SS17 oda SS 17 stähd fia: Strada Statale 17 dell'Appennino Abruzzese ed Appulo-Sannitico, Feanstroß in Italien, schau: Listn vo de Stootsstroßn in Italien SS-17 stähd fia: USS Narwhal (SS-17), US-amerikanischs U-Boot, schau: Listn vo de U-Boote vo da United States Navy SS-17 Spanker, sowjetische Interkontinentoiraketn'. Only answer with the standard German version:",bar
66,30669,"Des is a Listn vo de Städt in Nepal. (Z = Zensus) Quejn: Government of Nepal, Ministry of Finance Central Bureau of Statistics Ministry of Finance - Einwohnerzahlen der Gemeinden Nepals (PDF-Datei; 556 kB) City Population - Einwohnerzahlen der Gemeinden Nepals World Gazetteer - Einwohnerzahlen der Gemeinden Nepals Central Bureau of Statistics of Nepal, Census 2011",366,"Translate the following German dialect text into standard German: 'Des is a Listn vo de Städt in Nepal. (Z = Zensus) Quejn: Government of Nepal, Ministry of Finance Central Bureau of Statistics Ministry of Finance - Einwohnerzahlen der Gemeinden Nepals (PDF-Datei; 556 kB) City Population - Einwohnerzahlen der Gemeinden Nepals World Gazetteer - Einwohnerzahlen der Gemeinden Nepals Central Bureau of Statistics of Nepal, Census 2011'. Only answer with the standard German version:",bar
67,131796,"De Kate Bush, CBE (* 30. Juli 1958 in Bexleyheath, Kent (gheard heid zu London); eigentlich Catherine Bush) is a britische Sängerin, Pianistin, Liadamocherin, Musikproduzentin und Tänzerin. Zu ihre bekanntestn Liada ghearn Wuthering Heights, Babooshka und Running Up That Hill. Commons: Kate Bush – Sammlung vo Buidl, Videos und Audiodateien Literatur von und über Kate Bush im Katalog der Deutschen Nationalbibliothek Kate Bush ba Discogs (englisch) katebush.com (englisch)",474,"Translate the following German dialect text into standard German: 'De Kate Bush, CBE (* 30. Juli 1958 in Bexleyheath, Kent (gheard heid zu London); eigentlich Catherine Bush) is a britische Sängerin, Pianistin, Liadamocherin, Musikproduzentin und Tänzerin. Zu ihre bekanntestn Liada ghearn Wuthering Heights, Babooshka und Running Up That Hill. Commons: Kate Bush – Sammlung vo Buidl, Videos und Audiodateien Literatur von und über Kate Bush im Katalog der Deutschen Nationalbibliothek Kate Bush ba Discogs (englisch) katebush.com (englisch)'. Only answer with the standard German version:",bar
68,83723,"Washington County is a County in Ohio in da USA. Auszug aus dem National Register of Historic Places - Nr. 74001646 Obgruafa am 21. Feba 2011 Washington County im Geographic Names Information System vom United States Geological Survey Obgruafa am 22. Feba 2011 Commons: Washington County, Ohio – Sammlung vo Buidl, Videos und Audiodateien",338,"Translate the following German dialect text into standard German: 'Washington County is a County in Ohio in da USA. Auszug aus dem National Register of Historic Places - Nr. 74001646 Obgruafa am 21. Feba 2011 Washington County im Geographic Names Information System vom United States Geological Survey Obgruafa am 22. Feba 2011 Commons: Washington County, Ohio – Sammlung vo Buidl, Videos und Audiodateien'. Only answer with the standard German version:",bar
69,96577,"Ozegna (piemontesisch: Osegna) is a Gmoa mid 1206 Eihwohna (Stond: 31. Dezemba 2016) in da italienischn Metropolitanstod Turin (TO), Region Piemont. De Nochboagmoana san: Castellamonte, Bairo, Agliè, San Giorgio Canavese, Rivarolo Canavese und Ciconio. Des Gmoagebiet umfosst a Fläch vo 5 km². Statistiche demografiche ISTAT. Monatliche Bevölkerungsstatistiken des Istituto Nazionale di Statistica, Stand 31. Dezember 2016. Commons: Ozegna – Sammlung vo Buidl, Videos und Audiodateien",484,"Translate the following German dialect text into standard German: 'Ozegna (piemontesisch: Osegna) is a Gmoa mid 1206 Eihwohna (Stond: 31. Dezemba 2016) in da italienischn Metropolitanstod Turin (TO), Region Piemont. De Nochboagmoana san: Castellamonte, Bairo, Agliè, San Giorgio Canavese, Rivarolo Canavese und Ciconio. Des Gmoagebiet umfosst a Fläch vo 5 km². Statistiche demografiche ISTAT. Monatliche Bevölkerungsstatistiken des Istituto Nazionale di Statistica, Stand 31. Dezember 2016. Commons: Ozegna – Sammlung vo Buidl, Videos und Audiodateien'. Only answer with the standard German version:",bar
70,101029,"Ashfield is a District in da Grofschoft Nottinghamshire in England. Vawoitungssitz is de Stod Kirkby-in-Ashfield. Weidane bedeitnde Orte san Annesley (Ortschoft), Hucknall, Huthwaite und Sutton-in-Ashfield. Da Beziak is am 1. Aprü 1974 buidt worn und is aus da Fusion vo de Urban Districts Hucknall, Kirkby-in-Ashfield und Sutton-in-Ashfield sowia vo om Tei vom Rural District Basford entstondn. 53.05-1.3Koordinaten: 53° 3′ N, 1° 18′ W",436,"Translate the following German dialect text into standard German: 'Ashfield is a District in da Grofschoft Nottinghamshire in England. Vawoitungssitz is de Stod Kirkby-in-Ashfield. Weidane bedeitnde Orte san Annesley (Ortschoft), Hucknall, Huthwaite und Sutton-in-Ashfield. Da Beziak is am 1. Aprü 1974 buidt worn und is aus da Fusion vo de Urban Districts Hucknall, Kirkby-in-Ashfield und Sutton-in-Ashfield sowia vo om Tei vom Rural District Basford entstondn. 53.05-1.3Koordinaten: 53° 3′ N, 1° 18′ W'. Only answer with the standard German version:",bar
71,110104,"Weana Gesera (odaraa Geserah) nennt ma de planmäßige Varnichtung von de jidischn Gmoana im Herzogtum Österreich im Joah 1421 aufn Beföh hi vom Herzog Albrechts V., dea wos späda daunn da Remisch-deitsche Kenig Albrecht II. woa. Gschegn is des duach Zwangstaufn, duach Vatreibung odaraa durch Hinrichtungan (Vabrennan). Da Nauman leit si o von aana jidischn Schrift, de wos „Wiener Gesera“ haaßt. A des, wos drin beschriem is, nennt ma aso.",439,"Translate the following German dialect text into standard German: 'Weana Gesera (odaraa Geserah) nennt ma de planmäßige Varnichtung von de jidischn Gmoana im Herzogtum Österreich im Joah 1421 aufn Beföh hi vom Herzog Albrechts V., dea wos späda daunn da Remisch-deitsche Kenig Albrecht II. woa. Gschegn is des duach Zwangstaufn, duach Vatreibung odaraa durch Hinrichtungan (Vabrennan). Da Nauman leit si o von aana jidischn Schrift, de wos „Wiener Gesera“ haaßt. A des, wos drin beschriem is, nennt ma aso.'. Only answer with the standard German version:",bar
72,93813,"Da Folzbach is a linka Zuafluss vo da Feldkahl im Landkroas Aschaffenburg im bayerischn Spessart. Da Folzbach entspringt in oam Toi östli vo Daxberg. Er fliaßt in nordöstliche Richtung, speistn Fischweiher vom ASV Schimborn und mindt in Schimborn in de Feldkahl. Commons: Folzbach – Sammlung vo Buidl, Videos und Audiodateien Google Earth",338,"Translate the following German dialect text into standard German: 'Da Folzbach is a linka Zuafluss vo da Feldkahl im Landkroas Aschaffenburg im bayerischn Spessart. Da Folzbach entspringt in oam Toi östli vo Daxberg. Er fliaßt in nordöstliche Richtung, speistn Fischweiher vom ASV Schimborn und mindt in Schimborn in de Feldkahl. Commons: Folzbach – Sammlung vo Buidl, Videos und Audiodateien Google Earth'. Only answer with the standard German version:",bar
73,127038,"As Département Oise liegd in da Region Hauts-de-France in Frankreich. Es untagliedad se in via Arrondissements mid 21 Kantonen (franzesisch: cantons). Schau aa: Listn vo de Gmoana im Département Oise Drunta san Kantone, de Gmoana aus vaschiedane Arrondissements enthoidn. Voa da landesweitn Neioadnung vo de Kantone im Meaz 2015 hod se's Département in 41 Kantone teid:",369,"Translate the following German dialect text into standard German: 'As Département Oise liegd in da Region Hauts-de-France in Frankreich. Es untagliedad se in via Arrondissements mid 21 Kantonen (franzesisch: cantons). Schau aa: Listn vo de Gmoana im Département Oise Drunta san Kantone, de Gmoana aus vaschiedane Arrondissements enthoidn. Voa da landesweitn Neioadnung vo de Kantone im Meaz 2015 hod se's Département in 41 Kantone teid:'. Only answer with the standard German version:",bar
74,91360,"Ninmaḫ (dnin maḫ, deItsch: erhabene Herrin) is de sumerische Geddin vo de Hebammen. Se is de Muada vom Ninurta und werd monchmoi mid Ninḫursanga, da Bēlet-ilī vo Emaḫ und da Dingirmaḫ, da Muada vo oin Geddan gleigsetzt. Paul-Alain Beaulieu: A New Inscription of Nebuchadnezzar II commemorating the Restoration of Emaḫ in Babylon. In: Iraq. Bd. 59, 1997, ISSN 0021-0889, S. 93–96.",379,"Translate the following German dialect text into standard German: 'Ninmaḫ (dnin maḫ, deItsch: erhabene Herrin) is de sumerische Geddin vo de Hebammen. Se is de Muada vom Ninurta und werd monchmoi mid Ninḫursanga, da Bēlet-ilī vo Emaḫ und da Dingirmaḫ, da Muada vo oin Geddan gleigsetzt. Paul-Alain Beaulieu: A New Inscription of Nebuchadnezzar II commemorating the Restoration of Emaḫ in Babylon. In: Iraq. Bd. 59, 1997, ISSN 0021-0889, S. 93–96.'. Only answer with the standard German version:",bar
75,11327,Da Doppler Christian Andreas (* 29. Novemba 1803 in Soizbuag; † 17. Meaz 1853 in Venedig) is a bedeitnda estareichischa Mathematika und Physika gwen. Bekonnd is da Doppler heit duach den vo eam theoretisch vurhergsogdn und noch eam bnenndn Doppler-Effekt worn. Mea iwan Doppler Christian findst in https://www.christian-doppler.net,331,Translate the following German dialect text into standard German: 'Da Doppler Christian Andreas (* 29. Novemba 1803 in Soizbuag; † 17. Meaz 1853 in Venedig) is a bedeitnda estareichischa Mathematika und Physika gwen. Bekonnd is da Doppler heit duach den vo eam theoretisch vurhergsogdn und noch eam bnenndn Doppler-Effekt worn. Mea iwan Doppler Christian findst in https://www.christian-doppler.net'. Only answer with the standard German version:,bar
76,50778,"Joareskalenda ◄ | 7. Joarhundad v. Kr. | 6. Joarhundad v. Kr. | 5. Joarhundad v. Kr. | ► ◄ | 530a v. Kr. | 520a v. Kr. | 510a v. Kr. | 500a v. Kr. | 490a v. Kr. | ► ◄◄ | ◄ | 516 v. Kr. | 515 v. Kr. | 514 v. Kr. | 513 v. Kr. | 512 v. Kr. | 511 v. Kr. | 510 v. Kr. | ► | ►► Des is a Iwablick iwas Joar 513 v. Kr.. Da persische Groußkini Dareios I. losst a Schiffbruck üba den Bosporus schlong und setzt noch Thrakien üba. Commons: 513 v. Kr. – Sammlung vo Buidl, Videos und Audiodateien",484,"Translate the following German dialect text into standard German: 'Joareskalenda ◄ | 7. Joarhundad v. Kr. | 6. Joarhundad v. Kr. | 5. Joarhundad v. Kr. | ► ◄ | 530a v. Kr. | 520a v. Kr. | 510a v. Kr. | 500a v. Kr. | 490a v. Kr. | ► ◄◄ | ◄ | 516 v. Kr. | 515 v. Kr. | 514 v. Kr. | 513 v. Kr. | 512 v. Kr. | 511 v. Kr. | 510 v. Kr. | ► | ►► Des is a Iwablick iwas Joar 513 v. Kr.. Da persische Groußkini Dareios I. losst a Schiffbruck üba den Bosporus schlong und setzt noch Thrakien üba. Commons: 513 v. Kr. – Sammlung vo Buidl, Videos und Audiodateien'. Only answer with the standard German version:",bar
77,50467,"Joareskalenda ◄ | 4. Joarhundad v. Kr. | 3. Joarhundad v. Kr. | 2. Joarhundad v. Kr. | ► ◄ | 260a v. Kr. | 250a v. Kr. | 240a v. Kr. | 230a v. Kr. | 220a v. Kr. | ► ◄◄ | ◄ | 252 v. Kr. | 251 v. Kr. | 250 v. Kr. | 249 v. Kr. | 248 v. Kr. | 247 v. Kr. | 246 v. Kr. | ► | ►► Des is a Iwablick iwas Joar 249 v. Kr.. Commons: 249 v. Kr. – Sammlung vo Buidl, Videos und Audiodateien",376,"Translate the following German dialect text into standard German: 'Joareskalenda ◄ | 4. Joarhundad v. Kr. | 3. Joarhundad v. Kr. | 2. Joarhundad v. Kr. | ► ◄ | 260a v. Kr. | 250a v. Kr. | 240a v. Kr. | 230a v. Kr. | 220a v. Kr. | ► ◄◄ | ◄ | 252 v. Kr. | 251 v. Kr. | 250 v. Kr. | 249 v. Kr. | 248 v. Kr. | 247 v. Kr. | 246 v. Kr. | ► | ►► Des is a Iwablick iwas Joar 249 v. Kr.. Commons: 249 v. Kr. – Sammlung vo Buidl, Videos und Audiodateien'. Only answer with the standard German version:",bar
78,108644,"De American Guild of Organists (AGO) is de nationale Organisation vo Kiachn- und Konzertorganistn in de USA und is 1896 grindd worn (Siez: New York City). Se is in oanzlne Untaorganisationa untateid und gibd monatli a Zeidschrift namans: „The American Organist“ raus. De Midgliedschoft is ned af professioneje Oaganistn bschränkd, sondan fia'n Oaglintressiadn offn. Bund Deitscha Orglbaumoasta Offizielle Seite der AGO (engl.)",426,"Translate the following German dialect text into standard German: 'De American Guild of Organists (AGO) is de nationale Organisation vo Kiachn- und Konzertorganistn in de USA und is 1896 grindd worn (Siez: New York City). Se is in oanzlne Untaorganisationa untateid und gibd monatli a Zeidschrift namans: „The American Organist“ raus. De Midgliedschoft is ned af professioneje Oaganistn bschränkd, sondan fia'n Oaglintressiadn offn. Bund Deitscha Orglbaumoasta Offizielle Seite der AGO (engl.)'. Only answer with the standard German version:",bar
79,93088,"Unteraulenbach is Ortstei vom Moakt Eschau im untafränkischn Landkroas Miltenberg. Unteraulenbach liegt im Spessart in oam Seitntoi vo da Elsava, zwischn Hobbach und Eschau. Duachn Ort fliaßt da Aalenbach, der in de vom Schloss Oberaulenbach herobfliaßandn Rosselbrunngraben mindt. Lage von Unteraulenbach auf dem BayernAtlas BayernAtlas der Bayerischen Staatsregierung (Hinweise)",380,"Translate the following German dialect text into standard German: 'Unteraulenbach is Ortstei vom Moakt Eschau im untafränkischn Landkroas Miltenberg. Unteraulenbach liegt im Spessart in oam Seitntoi vo da Elsava, zwischn Hobbach und Eschau. Duachn Ort fliaßt da Aalenbach, der in de vom Schloss Oberaulenbach herobfliaßandn Rosselbrunngraben mindt. Lage von Unteraulenbach auf dem BayernAtlas BayernAtlas der Bayerischen Staatsregierung (Hinweise)'. Only answer with the standard German version:",bar
80,16573,"Da Skirnir is in da noadischn Mythologie an Freyr sei Gschpau und Knechd. Da Skirnir hod in Jotunheim, im Naum vum Freyr um d'Riesin Gerda gworbn. Ois Lohn hod da Skirnir dafia an Freyr sei Schweat und sei Pfead kriagt. A zwoats Moi wiad da Skirnir, vom Odin aus, zu de Zweagal gschickt, damid a eam de Kedn Gleipnir hoid, damid da Odin an Fenriswolf bindn kau. Skirnir - Englisch Skirnir",388,"Translate the following German dialect text into standard German: 'Da Skirnir is in da noadischn Mythologie an Freyr sei Gschpau und Knechd. Da Skirnir hod in Jotunheim, im Naum vum Freyr um d'Riesin Gerda gworbn. Ois Lohn hod da Skirnir dafia an Freyr sei Schweat und sei Pfead kriagt. A zwoats Moi wiad da Skirnir, vom Odin aus, zu de Zweagal gschickt, damid a eam de Kedn Gleipnir hoid, damid da Odin an Fenriswolf bindn kau. Skirnir - Englisch Skirnir'. Only answer with the standard German version:",bar
81,111803,"EET stähd ois Obkiazung fia: E'astern European Time, a Zeidzone, schau: Osteiropäische Zeid Enzymersatztherapie, a therapeutischs Vafoahn za da Bhondlung vo bstimmde Stoffwexlstearung Escola d’Enginyeria de Terrassa vo da Universitat Politècnica de Catalunya, schau: Fakujtet fia Ingenieurwissnschoftn Terrassa",310,"Translate the following German dialect text into standard German: 'EET stähd ois Obkiazung fia: E'astern European Time, a Zeidzone, schau: Osteiropäische Zeid Enzymersatztherapie, a therapeutischs Vafoahn za da Bhondlung vo bstimmde Stoffwexlstearung Escola d’Enginyeria de Terrassa vo da Universitat Politècnica de Catalunya, schau: Fakujtet fia Ingenieurwissnschoftn Terrassa'. Only answer with the standard German version:",bar
82,10546,"De Bundesstroß 306 (Obkiazung: B 306) liegt in Bayern und füad vo Traunstoa noch Inzell. De B 306 is de Vabindungsstroß vo de Bundesstroßn 304 und 305 und is uma 17 km lang. Se is Tei da Deitschen Ferienroutn Oipen-Ostsee. Listn vo de Bundesstroßn in Deitschland Hammer bei Siegsdorf in da Freizeitkoatn vom „Städte-Verlag“, Fellbach b. Stuttgart@1@2Vorlage:Toter Link/www.staedte-verlag.de (Seite nicht mehr abrufbar; Suche in Webarchiven)",440,"Translate the following German dialect text into standard German: 'De Bundesstroß 306 (Obkiazung: B 306) liegt in Bayern und füad vo Traunstoa noch Inzell. De B 306 is de Vabindungsstroß vo de Bundesstroßn 304 und 305 und is uma 17 km lang. Se is Tei da Deitschen Ferienroutn Oipen-Ostsee. Listn vo de Bundesstroßn in Deitschland Hammer bei Siegsdorf in da Freizeitkoatn vom „Städte-Verlag“, Fellbach b. Stuttgart@1@2Vorlage:Toter Link/www.staedte-verlag.de (Seite nicht mehr abrufbar; Suche in Webarchiven)'. Only answer with the standard German version:",bar
83,100776,As Arrondissement Châtellerault is a Vawoitungseihheit vom franzesischn Département Vienne innahoib vo da Region Nouvelle-Aquitaine. Vawoitungssitz (Untapräfektua) is Châtellerault. Es bsteht aus zwejf Kantonen und 96 Gmoana. Châtellerault-Nord Châtellerault-Ouest Châtellerault-Sud Dangé-Saint-Romain Lencloître Loudun Moncontour Monts-sur-Guesnes Pleumartin Saint-Gervais-les-Trois-Clochers Les Trois-Moutiers Vouneuil-sur-Vienne,431,Translate the following German dialect text into standard German: 'As Arrondissement Châtellerault is a Vawoitungseihheit vom franzesischn Département Vienne innahoib vo da Region Nouvelle-Aquitaine. Vawoitungssitz (Untapräfektua) is Châtellerault. Es bsteht aus zwejf Kantonen und 96 Gmoana. Châtellerault-Nord Châtellerault-Ouest Châtellerault-Sud Dangé-Saint-Romain Lencloître Loudun Moncontour Monts-sur-Guesnes Pleumartin Saint-Gervais-les-Trois-Clochers Les Trois-Moutiers Vouneuil-sur-Vienne'. Only answer with the standard German version:,bar
84,90973,"In da Vawoitungsgmoaschoft Teuschnitz im obafränkischn Landkroas Kronach hom se am 1. Mai 1978 foignde Gmoana zua Ealedigung ihra Vawoitungsgschäfte zammgschlossn: Reichenbach, 716 Eihwohna, 8,65 km² Teuschnitz, Stod, 2020 Eihwohna, 34,26 km² Tschirn, 553 Eihwohna, 20,13 km² Sitz vo da Vawoitungsgmoaschoft is de Stod Teuschnitz. Woppn vo Reichenbach Woppn vo Teuschnitz Woppn vo Tschirn",388,"Translate the following German dialect text into standard German: 'In da Vawoitungsgmoaschoft Teuschnitz im obafränkischn Landkroas Kronach hom se am 1. Mai 1978 foignde Gmoana zua Ealedigung ihra Vawoitungsgschäfte zammgschlossn: Reichenbach, 716 Eihwohna, 8,65 km² Teuschnitz, Stod, 2020 Eihwohna, 34,26 km² Tschirn, 553 Eihwohna, 20,13 km² Sitz vo da Vawoitungsgmoaschoft is de Stod Teuschnitz. Woppn vo Reichenbach Woppn vo Teuschnitz Woppn vo Tschirn'. Only answer with the standard German version:",bar
85,108556,"Da Carlton ""Carl"" Reiner (* 20. Meaz 1922 in New York City; † 29. Juni 2020) woar a amerikanischa Schauspuia, Komika und Filmregisseur. Commons: Carl Reiner – Sammlung vo Buidl, Videos und Audiodateien Carl Reiner in der Internet Movie Database (englisch)Vorlage:IMDb/Wartung/Gleicher IMDb-Kenner in Wikipedia und Wikidata Normdaten (Person): GND: 124865291 (OGND, AKS) | LCCN: n81052640 | VIAF: 79172974 | Wikipedia-Personensuche",430,"Translate the following German dialect text into standard German: 'Da Carlton ""Carl"" Reiner (* 20. Meaz 1922 in New York City; † 29. Juni 2020) woar a amerikanischa Schauspuia, Komika und Filmregisseur. Commons: Carl Reiner – Sammlung vo Buidl, Videos und Audiodateien Carl Reiner in der Internet Movie Database (englisch)Vorlage:IMDb/Wartung/Gleicher IMDb-Kenner in Wikipedia und Wikidata Normdaten (Person): GND: 124865291 (OGND, AKS) | LCCN: n81052640 | VIAF: 79172974 | Wikipedia-Personensuche'. Only answer with the standard German version:",bar
